Date,state,precipitation (inch)
202306,CA,0.41
202307,CA,0.02
202308,CA,0.75
202309,CA,0.61
202310,CA,0.44
202311,CA,1.31
202312,CA,3.29
200101,CO,1.02
200102,CO,1.14
200103,CO,1.42
200104,CO,1.65
200105,CO,2.69
200106,CO,0.94
200107,CO,2.44
200108,CO,1.97
200109,CO,1.04
200110,CO,0.65
200111,CO,1.2
200112,CO,0.65
200201,CO,0.64
200202,CO,0.48
200203,CO,0.87
200204,CO,0.57
200205,CO,0.57
200206,CO,0.87
200207,CO,1.02
200208,CO,1.49
200209,CO,2.1
200210,CO,1.62
200211,CO,0.98
200212,CO,0.64
200301,CO,0.44
200302,CO,1.49
200303,CO,2.19
200304,CO,1.57
200305,CO,1.75
200306,CO,2.07
200307,CO,1.02
200308,CO,1.85
200309,CO,1.44
200310,CO,0.37
200311,CO,1.34
200312,CO,0.91
200401,CO,0.9
200402,CO,1.27
200403,CO,0.61
200404,CO,3.15
200405,CO,0.7
200406,CO,1.99
200407,CO,2.36
200408,CO,1.85
200409,CO,2.17
200410,CO,1.47
200411,CO,1.69
200412,CO,0.77
200501,CO,1.97
200502,CO,1.06
200503,CO,1.4
200504,CO,1.97
200505,CO,1.49
200506,CO,2.2
200507,CO,1.05
200508,CO,2.23
200509,CO,1.35
200510,CO,2.33
200511,CO,0.89
200512,CO,1.01
200601,CO,0.97
200602,CO,0.46
200603,CO,1.62
200604,CO,0.91
200605,CO,0.91
200606,CO,0.81
200607,CO,3
200608,CO,2.66
200609,CO,2.19
200610,CO,2.83
200611,CO,0.8
200612,CO,1.51
200701,CO,1
200702,CO,0.96
200703,CO,1.09
200704,CO,2.08
200705,CO,2.09
200706,CO,1.17
200707,CO,2
200708,CO,2.41
200709,CO,1.8
200710,CO,1.13
200711,CO,0.4
200712,CO,2.58
200801,CO,1.6
200802,CO,1.44
200803,CO,1.01
200804,CO,1.14
200805,CO,1.55
200806,CO,0.98
200807,CO,1.48
200808,CO,3.14
200809,CO,1.1
200810,CO,1.27
200811,CO,0.92
200812,CO,1.83
200901,CO,0.98
200902,CO,0.78
200903,CO,1.13
200904,CO,2.36
200905,CO,1.94
200906,CO,2.64
200907,CO,2.31
200908,CO,1.18
200909,CO,1.46
200910,CO,2.1
200911,CO,0.61
200912,CO,1.3
201001,CO,0.88
201002,CO,1.21
201003,CO,1.74
201004,CO,2.13
201005,CO,1.34
201006,CO,1.35
201007,CO,2.46
201008,CO,2.34
201009,CO,0.73
201010,CO,1.41
201011,CO,0.95
201012,CO,1.65
201101,CO,0.71
201102,CO,1.17
201103,CO,1.16
201104,CO,2.1
201105,CO,2.57
201106,CO,0.94
201107,CO,2.54
201108,CO,1.6
201109,CO,1.27
201110,CO,1.66
201111,CO,0.99
201112,CO,0.91
201201,CO,0.69
201202,CO,1.36
201203,CO,0.45
201204,CO,1.38
201205,CO,0.91
201206,CO,0.42
201207,CO,2.27
201208,CO,1.07
201209,CO,1.29
201210,CO,0.72
201211,CO,0.44
201212,CO,1.31
201301,CO,0.91
201302,CO,0.89
201303,CO,1.07
201304,CO,1.67
201305,CO,1.55
201306,CO,0.66
201307,CO,2.44
201308,CO,2.24
201309,CO,3.88
201310,CO,1.51
201311,CO,1.15
201312,CO,0.82
201401,CO,1.18
201402,CO,1.18
201403,CO,1.15
201404,CO,1.35
201405,CO,2.15
201406,CO,1.19
201407,CO,2.76
201408,CO,2.59
201409,CO,2.08
201410,CO,1.08
201411,CO,1.12
201412,CO,1.31
201501,CO,0.65
201502,CO,1.35
201503,CO,0.86
201504,CO,1.88
201505,CO,5.3
201506,CO,1.91
201507,CO,2.37
201508,CO,1.67
201509,CO,0.76
201510,CO,1.82
201511,CO,1.69
201512,CO,1.47
201601,CO,1.02
201602,CO,0.85
201603,CO,1.28
201604,CO,2.74
201605,CO,2.07
201606,CO,1.35
201607,CO,1.64
201608,CO,2.07
201609,CO,1
201610,CO,0.49
201611,CO,0.92
201612,CO,1.65
201701,CO,2.29
201702,CO,1
201703,CO,1.19
201704,CO,2.17
201705,CO,2.82
201706,CO,0.69
201707,CO,3.05
201708,CO,1.87
201709,CO,1.98
201710,CO,0.93
201711,CO,0.52
201712,CO,0.4
201801,CO,0.81
201802,CO,1.13
201803,CO,0.9
201804,CO,1.37
201805,CO,1.54
201806,CO,0.98
201807,CO,2.11
201808,CO,1.45
201809,CO,0.66
201810,CO,2.39
201811,CO,0.87
201812,CO,0.75
201901,CO,1.38
201902,CO,1.57
201903,CO,2.79
201904,CO,1.44
201905,CO,2.84
201906,CO,1.78
201907,CO,1.58
201908,CO,1.47
201909,CO,0.71
201910,CO,0.97
201911,CO,1.11
201912,CO,1.27
202001,CO,0.72
202002,CO,1.09
202003,CO,1.35
202004,CO,0.8
202005,CO,1.07
202006,CO,1.15
202007,CO,1.85
202008,CO,0.8
202009,CO,0.97
202010,CO,0.62
202011,CO,0.85
202012,CO,0.96
202101,CO,0.74
202102,CO,1.11
202103,CO,2.07
202104,CO,1.01
202105,CO,2.99
202106,CO,1.19
202107,CO,2.15
202108,CO,1.4
202109,CO,1.23
202110,CO,1.12
202111,CO,0.37
202112,CO,1.72
202201,CO,0.78
202202,CO,0.94
202203,CO,1.44
202204,CO,0.73
202205,CO,1.6
202206,CO,1.41
202207,CO,2.85
202208,CO,1.92
202209,CO,1.21
202210,CO,1.12
202211,CO,0.9
202212,CO,1.58
202301,CO,1.89
202302,CO,1.07
202303,CO,1.89
202304,CO,1.29
202305,CO,2.71
202306,CO,2.8
202307,CO,1.62
202308,CO,2.02
202309,CO,1.11
202310,CO,1.05
202311,CO,0.59
202312,CO,1.01
200101,CT,2.45
200102,CT,2.56
200103,CT,7.68
200104,CT,1.59
200105,CT,4.11
200106,CT,6.4
200107,CT,2.19
200108,CT,3.84
200109,CT,3.93
200110,CT,1.26
200111,CT,1.08
200112,CT,2.45
200201,CT,1.94
200202,CT,1.67
200203,CT,4.12
200204,CT,3.75
200205,CT,5.21
200206,CT,5.03
200207,CT,2.59
200208,CT,3.62
200209,CT,4.82
200210,CT,4.3
200211,CT,5.68
200212,CT,4.69
200301,CT,2.65
200302,CT,3.82
200303,CT,4.3
200304,CT,3.28
200305,CT,4.72
200306,CT,7.18
200307,CT,3.01
200308,CT,5.04
200309,CT,7.7
200310,CT,6.07
200311,CT,3.17
200312,CT,5.18
200401,CT,1.89
200402,CT,2.17
200403,CT,2.97
200404,CT,7.02
200405,CT,3.59
200406,CT,1.99
200407,CT,4.54
200408,CT,5.52
200409,CT,8.39
200410,CT,2.21
200411,CT,3.95
200412,CT,4.37
200501,CT,4.85
200502,CT,2.49
200503,CT,4.01
200504,CT,5.5
200505,CT,2.59
200506,CT,2.39
200507,CT,3.62
200508,CT,2.05
200509,CT,2.39
200510,CT,15.92
200511,CT,4.64
200512,CT,4.23
200601,CT,5.91
200602,CT,2.48
200603,CT,0.72
200604,CT,4.84
200605,CT,7.17
200606,CT,9.21
200607,CT,3.15
200608,CT,5.26
200609,CT,3
200610,CT,7.06
200611,CT,6.08
200612,CT,2.13
200701,CT,3.43
200702,CT,2.01
200703,CT,5.24
200704,CT,8.57
200705,CT,1.88
200706,CT,3.54
200707,CT,4.94
200708,CT,2.25
200709,CT,1.79
200710,CT,3.76
200711,CT,3.16
200712,CT,4.97
200801,CT,2.45
200802,CT,8.34
200803,CT,5.51
200804,CT,3.58
200805,CT,2.66
200806,CT,4.69
200807,CT,5.66
200808,CT,3.95
200809,CT,9.06
200810,CT,3.04
200811,CT,3.67
200812,CT,6.92
200901,CT,3
200902,CT,1.48
200903,CT,2.35
200904,CT,3.95
200905,CT,3.91
200906,CT,6.94
200907,CT,8.82
200908,CT,3.76
200909,CT,1.98
200910,CT,6.08
200911,CT,2.74
200912,CT,5.49
201001,CT,2.94
201002,CT,4.51
201003,CT,9.95
201004,CT,1.7
201005,CT,2.94
201006,CT,3.36
201007,CT,3.53
201008,CT,3.58
201009,CT,2.62
201010,CT,5.47
201011,CT,3.38
201012,CT,4.56
201101,CT,3.36
201102,CT,3.84
201103,CT,4.74
201104,CT,5.52
201105,CT,4.87
201106,CT,6.15
201107,CT,2.17
201108,CT,11.56
201109,CT,7.78
201110,CT,5.6
201111,CT,3.57
201112,CT,4.53
201201,CT,2.86
201202,CT,1.09
201203,CT,1.3
201204,CT,3
201205,CT,3.94
201206,CT,4.3
201207,CT,3.78
201208,CT,3.85
201209,CT,5.41
201210,CT,4.36
201211,CT,0.8
201212,CT,4.7
201301,CT,1.72
201302,CT,3.62
201303,CT,2.35
201304,CT,1.49
201305,CT,4.47
201306,CT,10.6
201307,CT,3.67
201308,CT,3.92
201309,CT,2.84
201310,CT,1.36
201311,CT,3.7
201312,CT,3.65
201401,CT,2.8
201402,CT,3.42
201403,CT,4.22
201404,CT,4.38
201405,CT,4.79
201406,CT,2.41
201407,CT,4.84
201408,CT,3.05
201409,CT,1.39
201410,CT,4.67
201411,CT,4.16
201412,CT,4.88
201501,CT,3.47
201502,CT,2.01
201503,CT,3.05
201504,CT,2.74
201505,CT,1.21
201506,CT,6.35
201507,CT,2.81
201508,CT,2.14
201509,CT,3.62
201510,CT,3.31
201511,CT,2.23
201512,CT,4.14
201601,CT,2.14
201602,CT,4.94
201603,CT,2.16
201604,CT,2.86
201605,CT,3.33
201606,CT,1.78
201607,CT,3.32
201608,CT,3.7
201609,CT,1.92
201610,CT,3.88
201611,CT,3.24
201612,CT,3.46
201701,CT,3.56
201702,CT,2.14
201703,CT,3.33
201704,CT,4.71
201705,CT,5.35
201706,CT,3.54
201707,CT,4.38
201708,CT,2.62
201709,CT,2.3
201710,CT,8.26
201711,CT,1.62
201712,CT,2.29
201801,CT,3.86
201802,CT,5.28
201803,CT,3.47
201804,CT,5.39
201805,CT,2.67
201806,CT,3.79
201807,CT,5.32
201808,CT,5.68
201809,CT,8.56
201810,CT,4.99
201811,CT,8.09
201812,CT,5.06
201901,CT,5.9
201902,CT,3.01
201903,CT,2.76
201904,CT,7.32
201905,CT,4.82
201906,CT,3.42
201907,CT,4.2
201908,CT,3.96
201909,CT,1.86
201910,CT,7.19
201911,CT,2.87
201912,CT,6.6
202001,CT,2.05
202002,CT,3.24
202003,CT,3.88
202004,CT,5.19
202005,CT,2.69
202006,CT,2.47
202007,CT,3.06
202008,CT,2.43
202009,CT,2.16
202010,CT,5.31
202011,CT,4.51
202012,CT,6.38
202101,CT,2.12
202102,CT,3.04
202103,CT,2.65
202104,CT,3.03
202105,CT,5.51
202106,CT,1.99
202107,CT,9.35
202108,CT,5.08
202109,CT,8.19
202110,CT,5.99
202111,CT,1.99
202112,CT,2.13
202201,CT,2.59
202202,CT,4.08
202203,CT,2.85
202204,CT,4.75
202205,CT,2.66
202206,CT,3.45
202207,CT,2.08
202208,CT,2.6
202209,CT,6.23
202210,CT,4.43
202211,CT,3.09
202212,CT,5.03
202301,CT,5.91
202302,CT,1.3
202303,CT,3.74
202304,CT,4.86
202305,CT,3.18
202306,CT,2.55
202307,CT,10.56
202308,CT,4.72
202309,CT,10.49
202310,CT,3.39
202311,CT,2.15
202312,CT,8.67
200101,DE,3.06
200102,DE,2.94
200103,DE,5.61
200104,DE,1.84
200105,DE,3.8
200106,DE,5.1
200107,DE,4.96
200108,DE,6.27
200109,DE,2.1
200110,DE,0.94
200111,DE,0.57
200112,DE,2.03
200201,DE,2.5
200202,DE,0.69
200203,DE,4.77
200204,DE,4.04
200205,DE,3.2
200206,DE,2.92
200207,DE,2.41
200208,DE,2.88
200209,DE,6.14
200210,DE,7.33
200211,DE,5.5
200212,DE,4.09
200301,DE,1.59
200302,DE,6.25
200303,DE,4.13
200304,DE,3.46
200305,DE,4.79
200306,DE,6.4
200307,DE,5.35
200308,DE,5.17
200309,DE,5.84
200310,DE,3.94
200311,DE,5.07
200312,DE,5.83
200401,DE,2.31
200402,DE,2.21
200403,DE,2.7
200404,DE,5.5
200405,DE,3.15
200406,DE,3.43
200407,DE,5.85
200408,DE,6.51
200409,DE,3.78
200410,DE,1.91
200411,DE,4.58
200412,DE,2.78
200501,DE,4.39
200502,DE,2.12
200503,DE,4.11
200504,DE,3.88
200505,DE,4.61
200506,DE,4.31
200507,DE,5.13
200508,DE,2.49
200509,DE,0.59
200510,DE,8.06
200511,DE,3.47
200512,DE,3.71
200601,DE,3.91
200602,DE,1.53
200603,DE,0.29
200604,DE,3.16
200605,DE,1.84
200606,DE,9.64
200607,DE,5.13
200608,DE,1.55
200609,DE,6.6
200610,DE,5.56
200611,DE,5.61
200612,DE,1.94
200701,DE,3.95
200702,DE,2.49
200703,DE,3.42
200704,DE,5.91
200705,DE,1.15
200706,DE,3.2
200707,DE,2.5
200708,DE,3.57
200709,DE,1.3
200710,DE,4.78
200711,DE,1.53
200712,DE,4.6
200801,DE,1.86
200802,DE,3.66
200803,DE,3.08
200804,DE,3.34
200805,DE,5.55
200806,DE,3.4
200807,DE,4.51
200808,DE,1.02
200809,DE,4.38
200810,DE,1.83
200811,DE,4.73
200812,DE,5.25
200901,DE,2.36
200902,DE,0.44
200903,DE,2.36
200904,DE,5.3
200905,DE,5.01
200906,DE,5.6
200907,DE,2.55
200908,DE,8.23
200909,DE,5.18
200910,DE,6.65
200911,DE,4.55
200912,DE,7.71
201001,DE,2.85
201002,DE,3.85
201003,DE,6.46
201004,DE,1.91
201005,DE,2.21
201006,DE,2.13
201007,DE,4.29
201008,DE,3.38
201009,DE,3.71
201010,DE,5.64
201011,DE,2.03
201012,DE,2.1
201101,DE,3.18
201102,DE,2.36
201103,DE,4.05
201104,DE,3.3
201105,DE,2.38
201106,DE,1.86
201107,DE,3.7
201108,DE,10.04
201109,DE,4.17
201110,DE,2.76
201111,DE,3.62
201112,DE,3.14
201201,DE,2.12
201202,DE,2.21
201203,DE,1.07
201204,DE,2.71
201205,DE,2.44
201206,DE,2.99
201207,DE,3.16
201208,DE,5.82
201209,DE,3.76
201210,DE,8.1
201211,DE,0.98
201212,DE,3.96
201301,DE,3.03
201302,DE,2.67
201303,DE,3.54
201304,DE,3.68
201305,DE,2.89
201306,DE,9.56
201307,DE,6.57
201308,DE,6.01
201309,DE,1.08
201310,DE,4.28
201311,DE,2.48
201312,DE,4.96
201401,DE,3.09
201402,DE,4.54
201403,DE,3.87
201404,DE,4.4
201405,DE,3.06
201406,DE,2.59
201407,DE,5.24
201408,DE,4.37
201409,DE,3.59
201410,DE,2.44
201411,DE,3.96
201412,DE,3.85
201501,DE,4.96
201502,DE,2.32
201503,DE,4.53
201504,DE,3.13
201505,DE,1.5
201506,DE,9.01
201507,DE,3.33
201508,DE,2.81
201509,DE,3.2
201510,DE,3.84
201511,DE,3.02
201512,DE,4.62
201601,DE,2.67
201602,DE,3.79
201603,DE,1.73
201604,DE,2.73
201605,DE,5.88
201606,DE,3.72
201607,DE,5.53
201608,DE,3.03
201609,DE,9.98
201610,DE,2.87
201611,DE,0.79
201612,DE,2.95
201701,DE,3
201702,DE,1.24
201703,DE,4.46
201704,DE,2.63
201705,DE,5.68
201706,DE,2.32
201707,DE,8.04
201708,DE,7.91
201709,DE,2.57
201710,DE,3.59
201711,DE,2.04
201712,DE,1.05
201801,DE,2.98
201802,DE,4.97
201803,DE,4.09
201804,DE,3.4
201805,DE,6.99
201806,DE,3.97
201807,DE,5.77
201808,DE,4.53
201809,DE,6.61
201810,DE,5.04
201811,DE,6.85
201812,DE,4.82
201901,DE,3.45
201902,DE,3.47
201903,DE,3.59
201904,DE,3.57
201905,DE,4.48
201906,DE,5.01
201907,DE,3.41
201908,DE,3.14
201909,DE,1.32
201910,DE,4.13
201911,DE,1.38
201912,DE,4.07
202001,DE,3.19
202002,DE,3.3
202003,DE,3.62
202004,DE,3.96
202005,DE,2.63
202006,DE,2.51
202007,DE,6.37
202008,DE,8.85
202009,DE,4.35
202010,DE,5.28
202011,DE,5.84
202012,DE,6.02
202101,DE,2.34
202102,DE,5.65
202103,DE,4.47
202104,DE,2.29
202105,DE,3.04
202106,DE,3.21
202107,DE,5.24
202108,DE,5.47
202109,DE,3.85
202110,DE,3.47
202111,DE,0.88
202112,DE,0.99
202201,DE,4.17
202202,DE,1.94
202203,DE,2.93
202204,DE,3.94
202205,DE,4.09
202206,DE,3.44
202207,DE,3.61
202208,DE,2.08
202209,DE,3.14
202210,DE,4.54
202211,DE,2.91
202212,DE,4.48
202301,DE,2.41
202302,DE,1.85
202303,DE,1.8
202304,DE,5.62
202305,DE,2.15
202306,DE,4.29
202307,DE,6
202308,DE,2.52
202309,DE,5.79
202310,DE,1.41
202311,DE,2.44
202312,DE,7.91
200101,FL,1.27
200102,FL,0.72
200103,FL,6.52
200104,FL,0.99
200105,FL,2.35
200106,FL,8.17
200107,FL,9.4
200108,FL,6.74
200109,FL,10.41
200110,FL,2.72
200111,FL,1.57
200112,FL,1.35
200201,FL,3
200202,FL,2.68
200203,FL,2.7
200204,FL,2.41
200205,FL,2.36
200206,FL,10.19
200207,FL,7.61
200208,FL,7.37
200209,FL,6.63
200210,FL,3.72
200211,FL,3.64
200212,FL,6.18
200301,FL,1.5
200302,FL,3.79
200303,FL,6.47
200304,FL,2.86
200305,FL,4.25
200306,FL,10.7
200307,FL,7.25
200308,FL,8.6
200309,FL,5.96
200310,FL,2.69
200311,FL,2.45
200312,FL,2.25
200401,FL,2.28
200402,FL,5.25
200403,FL,1.02
200404,FL,2.22
200405,FL,1.77
200406,FL,7.94
200407,FL,6.91
200408,FL,9.85
200409,FL,12.52
200410,FL,2.57
200411,FL,2.49
200412,FL,2.4
200501,FL,1.76
200502,FL,2.47
200503,FL,5.73
200504,FL,4.96
200505,FL,3.96
200506,FL,11.09
200507,FL,7.22
200508,FL,7.04
200509,FL,4.29
200510,FL,4.84
200511,FL,2.88
200512,FL,3.24
200601,FL,1.47
200602,FL,4.08
200603,FL,0.43
200604,FL,1.44
200605,FL,2.67
200606,FL,5.57
200607,FL,6.27
200608,FL,6.76
200609,FL,5.25
200610,FL,1.97
200611,FL,1.85
200612,FL,3.24
200701,FL,2.53
200702,FL,2.41
200703,FL,1.24
200704,FL,2.15
200705,FL,1.37
200706,FL,6.11
200707,FL,7.5
200708,FL,4.94
200709,FL,6.2
200710,FL,5.64
200711,FL,1.16
200712,FL,2.47
200801,FL,2.85
200802,FL,4.13
200803,FL,3.39
200804,FL,3.41
200805,FL,1.58
200806,FL,6.65
200807,FL,8.1
200808,FL,12.77
200809,FL,3.19
200810,FL,3.64
200811,FL,1.39
200812,FL,2.03
200901,FL,1.85
200902,FL,1.32
200903,FL,2.78
200904,FL,3.72
200905,FL,8.91
200906,FL,6.03
200907,FL,6.65
200908,FL,6.46
200909,FL,5.88
200910,FL,2.22
200911,FL,2.24
200912,FL,5.71
201001,FL,4.23
201002,FL,3.7
201003,FL,5.87
201004,FL,2.75
201005,FL,4.22
201006,FL,5.24
201007,FL,6
201008,FL,8.16
201009,FL,4.33
201010,FL,0.44
201011,FL,2.07
201012,FL,1.11
201101,FL,4.24
201102,FL,1.93
201103,FL,4.06
201104,FL,2.16
201105,FL,1.61
201106,FL,4.74
201107,FL,6.96
201108,FL,6.65
201109,FL,5.53
201110,FL,5.73
201111,FL,1.41
201112,FL,1.75
201201,FL,1.13
201202,FL,2.53
201203,FL,2.34
201204,FL,2.63
201205,FL,5.29
201206,FL,12.57
201207,FL,5.84
201208,FL,10.38
201209,FL,5.59
201210,FL,3.65
201211,FL,0.43
201212,FL,2.71
201301,FL,0.8
201302,FL,4.43
201303,FL,1.94
201304,FL,3.96
201305,FL,4.62
201306,FL,8.63
201307,FL,11.68
201308,FL,7.56
201309,FL,6.05
201310,FL,1.58
201311,FL,3.11
201312,FL,2.51
201401,FL,3.91
201402,FL,3.52
201403,FL,5.2
201404,FL,5.29
201405,FL,4.74
201406,FL,5.88
201407,FL,7.18
201408,FL,5.24
201409,FL,8.85
201410,FL,2.48
201411,FL,4.06
201412,FL,2.78
201501,FL,2.84
201502,FL,3.23
201503,FL,2
201504,FL,4.28
201505,FL,2.39
201506,FL,6.05
201507,FL,7.83
201508,FL,8.44
201509,FL,6.67
201510,FL,1.84
201511,FL,3.8
201512,FL,3.49
201601,FL,6.05
201602,FL,3.25
201603,FL,3.43
201604,FL,2.93
201605,FL,4.62
201606,FL,7.11
201607,FL,4.87
201608,FL,8.12
201609,FL,7.43
201610,FL,2.67
201611,FL,0.21
201612,FL,2.72
201701,FL,3.71
201702,FL,1.88
201703,FL,1.24
201704,FL,2.23
201705,FL,3.84
201706,FL,12.26
201707,FL,7.57
201708,FL,8.52
201709,FL,8.87
201710,FL,5.19
201711,FL,1.64
201712,FL,1.68
201801,FL,2.96
201802,FL,2.4
201803,FL,2.15
201804,FL,3.74
201805,FL,9.31
201806,FL,6.59
201807,FL,8.4
201808,FL,7.61
201809,FL,4.91
201810,FL,2.12
201811,FL,3.15
201812,FL,7.18
201901,FL,3.98
201902,FL,1.98
201903,FL,1.94
201904,FL,3.12
201905,FL,3.41
201906,FL,7.99
201907,FL,7.53
201908,FL,8.79
201909,FL,1.73
201910,FL,5.16
201911,FL,1.83
201912,FL,4.64
202001,FL,1.57
202002,FL,3.48
202003,FL,0.53
202004,FL,4.31
202005,FL,5.25
202006,FL,7.19
202007,FL,7.99
202008,FL,7.92
202009,FL,9.3
202010,FL,4.26
202011,FL,3.85
202012,FL,2.33
202101,FL,1.79
202102,FL,4.12
202103,FL,1.74
202104,FL,4.55
202105,FL,1.53
202106,FL,8.48
202107,FL,8.86
202108,FL,8.75
202109,FL,7.07
202110,FL,3.9
202111,FL,2.88
202112,FL,1.71
202201,FL,2.27
202202,FL,1.19
202203,FL,5.39
202204,FL,3.29
202205,FL,4.62
202206,FL,6.78
202207,FL,7.47
202208,FL,7.05
202209,FL,9.66
202210,FL,1.38
202211,FL,3.74
202212,FL,1.93
202301,FL,1.8
202302,FL,1.85
202303,FL,2.27
202304,FL,4.59
202305,FL,4.26
202306,FL,8.83
202307,FL,6.91
202308,FL,6.09
202309,FL,6.06
202310,FL,2.71
202311,FL,3.73
202312,FL,5.35
200101,GA,2.83
200102,GA,2.02
200103,GA,8.97
200104,GA,1.84
200105,GA,2.7
200106,GA,7.38
200107,GA,5.23
200108,GA,2.93
200109,GA,3.92
200110,GA,0.86
200111,GA,1.37
200112,GA,1.75
200201,GA,4.11
200202,GA,2.33
200203,GA,5.6
200204,GA,2.18
200205,GA,3.15
200206,GA,3.51
200207,GA,4.42
200208,GA,3.72
200209,GA,6.13
200210,GA,4.43
200211,GA,4.88
200212,GA,5.26
200301,GA,1.77
200302,GA,5.31
200303,GA,7.33
200304,GA,4.73
200305,GA,6.33
200306,GA,7.22
200307,GA,7.59
200308,GA,5.78
200309,GA,2.88
200310,GA,2.99
200311,GA,2.82
200312,GA,2.48
200401,GA,2.85
200402,GA,5.34
200403,GA,0.92
200404,GA,2.1
200405,GA,3
200406,GA,7.32
200407,GA,4.31
200408,GA,4.78
200409,GA,12.02
200410,GA,1.85
200411,GA,4.65
200412,GA,3.02
200501,GA,2.22
200502,GA,4.31
200503,GA,6.93
200504,GA,4.96
200505,GA,3.03
200506,GA,7.62
200507,GA,8.22
200508,GA,6.04
200509,GA,0.99
200510,GA,3.31
200511,GA,2.92
200512,GA,4.19
200601,GA,4.1
200602,GA,4.35
200603,GA,1.54
200604,GA,2.48
200605,GA,2.66
200606,GA,3.58
200607,GA,3.05
200608,GA,4.35
200609,GA,3.41
200610,GA,3.01
200611,GA,3.01
200612,GA,3.46
200701,GA,4.24
200702,GA,2.74
200703,GA,2.17
200704,GA,1.79
200705,GA,0.59
200706,GA,4.49
200707,GA,5.33
200708,GA,4.06
200709,GA,3.1
200710,GA,2.72
200711,GA,1.32
200712,GA,5.52
200801,GA,3.4
200802,GA,5.67
200803,GA,3.63
200804,GA,3.24
200805,GA,2.61
200806,GA,2.52
200807,GA,4.87
200808,GA,7.45
200809,GA,1.19
200810,GA,4.44
200811,GA,3.59
200812,GA,4.38
200901,GA,2.65
200902,GA,2.29
200903,GA,6.62
200904,GA,6.73
200905,GA,6.39
200906,GA,2.81
200907,GA,3.62
200908,GA,5.65
200909,GA,5.95
200910,GA,5.75
200911,GA,3.94
200912,GA,9.08
201001,GA,6.05
201002,GA,3.57
201003,GA,3.68
201004,GA,2.36
201005,GA,5.15
201006,GA,4.27
201007,GA,3.71
201008,GA,5.15
201009,GA,3.27
201010,GA,1.48
201011,GA,2.08
201012,GA,2.27
201101,GA,3.33
201102,GA,3.7
201103,GA,5.97
201104,GA,2.84
201105,GA,1.15
201106,GA,3.63
201107,GA,4.54
201108,GA,2.44
201109,GA,3.86
201110,GA,2.59
201111,GA,2.83
201112,GA,3.23
201201,GA,3.04
201202,GA,2.92
201203,GA,4.24
201204,GA,1.59
201205,GA,3.99
201206,GA,4.73
201207,GA,4.44
201208,GA,6.25
201209,GA,2.91
201210,GA,1.91
201211,GA,1.07
201212,GA,4.93
201301,GA,3.32
201302,GA,9.62
201303,GA,3.99
201304,GA,5.09
201305,GA,3.78
201306,GA,7.56
201307,GA,9.6
201308,GA,7.6
201309,GA,2.37
201310,GA,0.94
201311,GA,3.23
201312,GA,6.39
201401,GA,3.33
201402,GA,4.06
201403,GA,4.41
201404,GA,7.35
201405,GA,3.87
201406,GA,3.64
201407,GA,3.96
201408,GA,3.37
201409,GA,4.97
201410,GA,2.78
201411,GA,4.36
201412,GA,5.31
201501,GA,3.64
201502,GA,4.49
201503,GA,2.81
201504,GA,6.2
201505,GA,2.17
201506,GA,4.25
201507,GA,4.65
201508,GA,5.78
201509,GA,3.75
201510,GA,3.23
201511,GA,6.28
201512,GA,8.49
201601,GA,3.78
201602,GA,4.87
201603,GA,3.03
201604,GA,4.16
201605,GA,2.78
201606,GA,4.02
201607,GA,2.75
201608,GA,4
201609,GA,3.49
201610,GA,1.39
201611,GA,0.95
201612,GA,5.68
201701,GA,7.72
201702,GA,2.09
201703,GA,2.11
201704,GA,3.74
201705,GA,5.6
201706,GA,6.36
201707,GA,4.86
201708,GA,4.58
201709,GA,5.01
201710,GA,3.54
201711,GA,1
201712,GA,3.19
201801,GA,2.82
201802,GA,4.29
201803,GA,3.55
201804,GA,4.16
201805,GA,6.67
201806,GA,5.06
201807,GA,6.26
201808,GA,5.54
201809,GA,2.75
201810,GA,3.83
201811,GA,6.24
201812,GA,9.63
201901,GA,4.94
201902,GA,3.26
201903,GA,2.95
201904,GA,3.93
201905,GA,2.3
201906,GA,5.95
201907,GA,3.93
201908,GA,4.53
201909,GA,0.89
201910,GA,5.49
201911,GA,3.18
201912,GA,6.54
202001,GA,4.94
202002,GA,8.81
202003,GA,5.31
202004,GA,7.59
202005,GA,3.18
202006,GA,3.75
202007,GA,3.95
202008,GA,6.91
202009,GA,6.48
202010,GA,3.45
202011,GA,2.99
202012,GA,3.1
202101,GA,4.61
202102,GA,5.64
202103,GA,4.83
202104,GA,3.63
202105,GA,2.8
202106,GA,6.24
202107,GA,7.3
202108,GA,6.75
202109,GA,5.52
202110,GA,4.45
202111,GA,1.13
202112,GA,4.24
202201,GA,3.99
202202,GA,3.47
202203,GA,4.67
202204,GA,3.71
202205,GA,3.43
202206,GA,2.94
202207,GA,6.17
202208,GA,5.64
202209,GA,3.03
202210,GA,1.68
202211,GA,3.96
202212,GA,3.14
202301,GA,6.81
202302,GA,3.53
202303,GA,4.61
202304,GA,5.04
202305,GA,3.33
202306,GA,6.29
202307,GA,4.59
202308,GA,6.35
202309,GA,2.89
202310,GA,2.04
202311,GA,1.81
202312,GA,4.66
200101,HI,1.19
200102,HI,5.7
200103,HI,3.34
200104,HI,6.06
200105,HI,2.6
200106,HI,3.04
200107,HI,3.45
200108,HI,3.61
200109,HI,3.16
200110,HI,6.77
200111,HI,10.55
200112,HI,7.42
200201,HI,12.28
200202,HI,6.06
