Date,state,average temperature (F)
200212,CO,27.6
200301,CO,31.6
200302,CO,26.3
200303,CO,36.6
200304,CO,45.3
200305,CO,53.8
200306,CO,60.1
200307,CO,72.4
200308,CO,68.4
200309,CO,56.7
200310,CO,51.5
200311,CO,33
200312,CO,28.6
200401,CO,26.2
200402,CO,26.3
200403,CO,41.8
200404,CO,44.4
200405,CO,54.8
200406,CO,60.8
200407,CO,65.9
200408,CO,63.2
200409,CO,57.7
200410,CO,46.8
200411,CO,33.8
200412,CO,28.4
200501,CO,30.2
200502,CO,31.3
200503,CO,35.2
200504,CO,43.4
200505,CO,53.2
200506,CO,60.9
200507,CO,70
200508,CO,65
200509,CO,60.2
200510,CO,48.3
200511,CO,37.5
200512,CO,26
200601,CO,29.9
200602,CO,28
200603,CO,34.9
200604,CO,47.1
200605,CO,55.6
200606,CO,65.7
200607,CO,69.6
200608,CO,65.6
200609,CO,53.5
200610,CO,44.9
200611,CO,36.5
200612,CO,26.8
200701,CO,19.4
200702,CO,27.7
200703,CO,40.5
200704,CO,43.3
200705,CO,53.5
200706,CO,62.8
200707,CO,69.7
200708,CO,68.8
200709,CO,59.7
200710,CO,48.3
200711,CO,38
200712,CO,22.4
200801,CO,20.9
200802,CO,27.6
200803,CO,33.9
200804,CO,40.9
200805,CO,51
200806,CO,61.6
200807,CO,69.2
200808,CO,65.7
200809,CO,57.3
200810,CO,47.6
200811,CO,38.3
200812,CO,25.3
200901,CO,28.3
200902,CO,32.2
200903,CO,37.1
200904,CO,42
200905,CO,54.5
200906,CO,59.8
200907,CO,66.9
200908,CO,64.8
200909,CO,57.6
200910,CO,40.8
200911,CO,37.8
200912,CO,20.4
201001,CO,26.1
201002,CO,24.6
201003,CO,35.2
201004,CO,43.6
201005,CO,50.1
201006,CO,64
201007,CO,68.6
201008,CO,66.5
201009,CO,61.2
201010,CO,49.2
201011,CO,33.6
201012,CO,31.1
201101,CO,24
201102,CO,24.2
201103,CO,37.7
201104,CO,43
201105,CO,49.3
201106,CO,62.9
201107,CO,70
201108,CO,69.2
201109,CO,58.5
201110,CO,47.1
201111,CO,34.9
201112,CO,24.4
201201,CO,29.4
201202,CO,27.4
201203,CO,41.9
201204,CO,48.2
201205,CO,55.4
201206,CO,67.9
201207,CO,70.6
201208,CO,67.7
201209,CO,59.5
201210,CO,46.5
201211,CO,39.4
201212,CO,25.9
201301,CO,22.9
201302,CO,25.7
201303,CO,35
201304,CO,39.8
201305,CO,52.8
201306,CO,65.6
201307,CO,68.5
201308,CO,67
201309,CO,60.7
201310,CO,44.2
201311,CO,35.2
201312,CO,23.7
201401,CO,26.4
201402,CO,27.6
201403,CO,36.3
201404,CO,43.3
201405,CO,52.4
201406,CO,62.5
201407,CO,68.4
201408,CO,64.6
201409,CO,60
201410,CO,49.9
201411,CO,33.4
201412,CO,27.9
201501,CO,29.2
201502,CO,32.1
201503,CO,40.6
201504,CO,44.8
201505,CO,49.8
201506,CO,64.9
201507,CO,66.6
201508,CO,66.9
201509,CO,62.6
201510,CO,51.4
201511,CO,34.6
201512,CO,25.8
201601,CO,25.6
201602,CO,32.4
201603,CO,37.9
201604,CO,43.7
201605,CO,50.8
201606,CO,66.4
201607,CO,69.2
201608,CO,64.5
201609,CO,59.7
201610,CO,51.8
201611,CO,40.2
201612,CO,25.2
201701,CO,25.3
201702,CO,35.4
201703,CO,42.5
201704,CO,44.3
201705,CO,51.5
201706,CO,64.8
201707,CO,69.4
201708,CO,64.7
201709,CO,59.1
201710,CO,46.7
201711,CO,41.3
201712,CO,30.1
201801,CO,29.7
201802,CO,28.6
201803,CO,37.8
201804,CO,44
201805,CO,57.2
201806,CO,66.5
201807,CO,70
201808,CO,66.2
201809,CO,61.9
201810,CO,45
201811,CO,32.5
201812,CO,26.6
201901,CO,26
201902,CO,24.9
201903,CO,33.8
201904,CO,45.5
201905,CO,47.9
201906,CO,60.6
201907,CO,69.1
201908,CO,68.3
201909,CO,62.9
201910,CO,40.9
201911,CO,35.2
201912,CO,28.1
202001,CO,27.4
202002,CO,26.4
202003,CO,38.8
202004,CO,43.4
202005,CO,55.6
202006,CO,65
202007,CO,69.3
202008,CO,70.1
202009,CO,58.8
202010,CO,47.1
202011,CO,38.5
202012,CO,26.7
202101,CO,26.7
202102,CO,24.8
202103,CO,35.8
202104,CO,43.1
202105,CO,52.9
202106,CO,65.7
202107,CO,70
202108,CO,67.4
202109,CO,62.4
202110,CO,47.8
202111,CO,40.7
202112,CO,32.4
202201,CO,26.7
202202,CO,25.1
202203,CO,35.1
202204,CO,43.9
202205,CO,53.4
202206,CO,64.4
202207,CO,70.4
202208,CO,67.8
202209,CO,62.5
202210,CO,47.7
202211,CO,31.6
202212,CO,25.7
202301,CO,23.6
202302,CO,24.9
202303,CO,30.4
202304,CO,41.2
202305,CO,54.4
202306,CO,59.9
202307,CO,69.4
202308,CO,67.7
202309,CO,60.5
202310,CO,47.8
202311,CO,37
202312,CO,30.3
200101,CT,25.8
200102,CT,29.5
200103,CT,34.1
200104,CT,47.9
200105,CT,58.9
200106,CT,68.1
200107,CT,68.2
200108,CT,72.8
200109,CT,62.5
200110,CT,52.7
200111,CT,45.3
200112,CT,37.1
200201,CT,33.3
200202,CT,34.1
200203,CT,38.6
200204,CT,50.1
200205,CT,55.1
200206,CT,65.5
200207,CT,72.8
200208,CT,71.9
200209,CT,64.8
200210,CT,49.6
200211,CT,40
200212,CT,29.8
200301,CT,21.4
200302,CT,23.8
200303,CT,36
200304,CT,44.5
200305,CT,55
200306,CT,64.7
200307,CT,71.5
200308,CT,72.2
200309,CT,63.3
200310,CT,49.3
200311,CT,43.8
200312,CT,32.4
200401,CT,18.7
200402,CT,28.5
200403,CT,38
200404,CT,48
200405,CT,59.9
200406,CT,65
200407,CT,70
200408,CT,69.6
200409,CT,63.8
200410,CT,50.9
200411,CT,41.9
200412,CT,30.8
200501,CT,24.3
200502,CT,29.7
200503,CT,32.3
200504,CT,49.3
200505,CT,53.1
200506,CT,69.6
200507,CT,72.4
200508,CT,73
200509,CT,66
200510,CT,52.7
200511,CT,43
200512,CT,28.7
200601,CT,33.7
200602,CT,29.5
200603,CT,36.7
200604,CT,49
200605,CT,57.2
200606,CT,67.1
200607,CT,74.1
200608,CT,69.8
200609,CT,61.2
200610,CT,51
200611,CT,46.3
200612,CT,38
200701,CT,31.3
200702,CT,23.3
200703,CT,35.1
200704,CT,44.8
200705,CT,59.6
200706,CT,66.6
200707,CT,70.9
200708,CT,70.3
200709,CT,64.6
200710,CT,57.8
200711,CT,39.9
200712,CT,30.2
200801,CT,29.7
200802,CT,29.8
200803,CT,36.5
200804,CT,49.6
200805,CT,55.1
200806,CT,68.6
200807,CT,73.3
200808,CT,67.8
200809,CT,63.3
200810,CT,50
200811,CT,40.5
200812,CT,32.2
200901,CT,21
200902,CT,30.2
200903,CT,36.8
200904,CT,49.3
200905,CT,57.8
200906,CT,64
200907,CT,68.7
200908,CT,71.7
200909,CT,61
200910,CT,49.5
200911,CT,46
200912,CT,30.1
201001,CT,27
201002,CT,29.8
201003,CT,43
201004,CT,52
201005,CT,60.9
201006,CT,68.9
201007,CT,75.1
201008,CT,71
201009,CT,65.6
201010,CT,52.8
201011,CT,41.9
201012,CT,28.2
201101,CT,23.2
201102,CT,27.1
201103,CT,37
201104,CT,48.9
201105,CT,59.7
201106,CT,66.9
201107,CT,74.1
201108,CT,70.8
201109,CT,66.4
201110,CT,53.4
201111,CT,45.9
201112,CT,36.9
201201,CT,31.7
201202,CT,35
201203,CT,45.8
201204,CT,49.7
201205,CT,61.6
201206,CT,66.4
201207,CT,74.1
201208,CT,72
201209,CT,63.3
201210,CT,54.7
201211,CT,39.4
201212,CT,35.9
201301,CT,28.8
201302,CT,29.2
201303,CT,36
201304,CT,47.3
201305,CT,58.2
201306,CT,67.7
201307,CT,75.9
201308,CT,68.7
201309,CT,61.4
201310,CT,53.4
201311,CT,39.8
201312,CT,31
201401,CT,23.6
201402,CT,25
201403,CT,30.6
201404,CT,46.7
201405,CT,58.3
201406,CT,66.8
201407,CT,71.9
201408,CT,68.4
201409,CT,63.6
201410,CT,54.1
201411,CT,39.7
201412,CT,35.4
201501,CT,23.3
201502,CT,15.8
201503,CT,31
201504,CT,47
201505,CT,62.7
201506,CT,65.3
201507,CT,72.2
201508,CT,72
201509,CT,67.8
201510,CT,51.4
201511,CT,46.1
201512,CT,43.5
201601,CT,29.7
201602,CT,32
201603,CT,43.2
201604,CT,46.8
201605,CT,58.4
201606,CT,67.4
201607,CT,74.1
201608,CT,73.9
201609,CT,66.2
201610,CT,53.5
201611,CT,43.5
201612,CT,32.6
201701,CT,32.7
201702,CT,34.6
201703,CT,33.4
201704,CT,51.8
201705,CT,56.7
201706,CT,67
201707,CT,71.5
201708,CT,69.1
201709,CT,66
201710,CT,58.6
201711,CT,41
201712,CT,28.7
201801,CT,25.4
201802,CT,35.7
201803,CT,36.4
201804,CT,43.4
201805,CT,62.2
201806,CT,66.4
201807,CT,74
201808,CT,74.3
201809,CT,66.1
201810,CT,52.3
201811,CT,39.1
201812,CT,33.8
201901,CT,27
201902,CT,30.2
201903,CT,35
201904,CT,49.1
201905,CT,57.1
201906,CT,66.5
201907,CT,74.9
201908,CT,70.6
201909,CT,63.2
201910,CT,53.6
201911,CT,38.1
201912,CT,31.7
202001,CT,33
202002,CT,33.9
202003,CT,41.4
202004,CT,44.4
202005,CT,56.4
202006,CT,68.4
202007,CT,75.6
202008,CT,72.6
202009,CT,63.5
202010,CT,53.2
202011,CT,45.4
202012,CT,33.6
202101,CT,29.2
202102,CT,28.5
202103,CT,39.3
202104,CT,48.7
202105,CT,57.8
202106,CT,69.2
202107,CT,71.1
202108,CT,72.8
202109,CT,65.2
202110,CT,56.8
202111,CT,41
202112,CT,37
202201,CT,24.2
202202,CT,30.6
202203,CT,39
202204,CT,47.6
202205,CT,60.7
202206,CT,66.3
202207,CT,74.2
202208,CT,74.5
202209,CT,63.6
202210,CT,52.5
202211,CT,45.2
202212,CT,33.5
202301,CT,37.1
202302,CT,33.7
202303,CT,38.8
202304,CT,51
202305,CT,56.9
202306,CT,65.4
202307,CT,74.8
202308,CT,69.5
202309,CT,65.1
202310,CT,56.1
202311,CT,39.6
202312,CT,38.5
200101,DE,33.1
200102,DE,38.6
200103,DE,41.2
200104,DE,53.9
200105,DE,63.2
200106,DE,73.5
200107,DE,72.9
200108,DE,76.7
200109,DE,66.5
200110,DE,57.6
200111,DE,51.5
200112,DE,44.4
200201,DE,40
200202,DE,40.9
200203,DE,46.4
200204,DE,57.1
200205,DE,62.7
200206,DE,73
200207,DE,78
200208,DE,78
200209,DE,70.1
200210,DE,57.9
200211,DE,45.8
200212,DE,36
200301,DE,29.6
200302,DE,32.1
200303,DE,45.1
200304,DE,52
200305,DE,59
200306,DE,70
200307,DE,76.3
200308,DE,76.5
200309,DE,69.3
200310,DE,55.8
200311,DE,51.5
200312,DE,37.8
200401,DE,28.8
200402,DE,36.1
200403,DE,46.1
200404,DE,54.7
200405,DE,69.6
200406,DE,71.3
200407,DE,76.1
200408,DE,74
200409,DE,69.4
200410,DE,56.2
200411,DE,48.6
200412,DE,39
200501,DE,34.3
200502,DE,36.7
200503,DE,40.1
200504,DE,54.3
200505,DE,58.4
200506,DE,72.7
200507,DE,77.9
200508,DE,77.9
200509,DE,71.9
200510,DE,58.8
200511,DE,50.1
200512,DE,35.6
200601,DE,42.1
200602,DE,37.1
200603,DE,44.6
200604,DE,56.3
200605,DE,63
200606,DE,72.1
200607,DE,78.3
200608,DE,77.1
200609,DE,66.3
200610,DE,56.2
200611,DE,50.9
200612,DE,43.9
200701,DE,40.1
200702,DE,29.6
200703,DE,45.2
200704,DE,51
200705,DE,64.3
200706,DE,72.9
200707,DE,76.1
200708,DE,76.6
200709,DE,70
200710,DE,64.1
200711,DE,46.4
200712,DE,39.2
200801,DE,36.7
200802,DE,39.1
200803,DE,45.7
200804,DE,55.4
200805,DE,60.9
200806,DE,75.2
200807,DE,77.4
200808,DE,73.4
200809,DE,69.6
200810,DE,56.2
200811,DE,45.4
200812,DE,40.7
200901,DE,30.7
200902,DE,38.5
200903,DE,43.3
200904,DE,55
200905,DE,63.8
200906,DE,70.9
200907,DE,74.5
200908,DE,77.2
200909,DE,66.9
200910,DE,56.6
200911,DE,50.6
200912,DE,37.1
201001,DE,33.4
201002,DE,31.4
201003,DE,48.1
201004,DE,57.5
201005,DE,66.2
201006,DE,77.4
201007,DE,79.9
201008,DE,77
201009,DE,71.4
201010,DE,58.6
201011,DE,47.5
201012,DE,31.7
201101,DE,30.3
201102,DE,38.8
201103,DE,43.9
201104,DE,57.2
201105,DE,66.4
201106,DE,74.3
201107,DE,80.6
201108,DE,75.5
201109,DE,70.7
201110,DE,57.2
201111,DE,50.8
201112,DE,43.4
201201,DE,39.3
201202,DE,41.1
201203,DE,52.4
201204,DE,55
201205,DE,67.8
201206,DE,72.9
201207,DE,80.9
201208,DE,76.8
201209,DE,68.4
201210,DE,59.4
201211,DE,43.5
201212,DE,44.2
201301,DE,37.4
201302,DE,35.9
201303,DE,40.5
201304,DE,54.6
201305,DE,63.7
201306,DE,73.5
201307,DE,79.2
201308,DE,73.4
201309,DE,66.7
201310,DE,59.5
201311,DE,45.1
201312,DE,40.4
201401,DE,30
201402,DE,33.9
201403,DE,39.6
201404,DE,52.9
201405,DE,64.9
201406,DE,72.8
201407,DE,75.8
201408,DE,72.6
201409,DE,69.1
201410,DE,59.4
201411,DE,44.6
201412,DE,41
201501,DE,32.1
201502,DE,26.3
201503,DE,40
201504,DE,54.2
201505,DE,67.9
201506,DE,73.6
201507,DE,76.9
201508,DE,75.1
201509,DE,72
201510,DE,56.5
201511,DE,51.6
201512,DE,50.8
201601,DE,34.3
201602,DE,38.5
201603,DE,49.7
201604,DE,53.1
201605,DE,61.7
201606,DE,72.4
201607,DE,79.6
201608,DE,78.6
201609,DE,72
201610,DE,60.3
201611,DE,49
201612,DE,39.2
201701,DE,39.1
201702,DE,44.4
201703,DE,43.8
201704,DE,59.6
201705,DE,62.8
201706,DE,73.6
201707,DE,78.4
201708,DE,74
201709,DE,69.8
201710,DE,62.4
201711,DE,47.5
201712,DE,36.1
201801,DE,32.8
201802,DE,43.2
201803,DE,40.5
201804,DE,51.6
201805,DE,68.3
201806,DE,72.6
201807,DE,77.2
201808,DE,78.6
201809,DE,73.6
201810,DE,60.2
201811,DE,45.7
201812,DE,41.4
201901,DE,35.3
201902,DE,38.7
201903,DE,43.2
201904,DE,58.7
201905,DE,66.9
201906,DE,73.8
201907,DE,79.8
201908,DE,76.4
201909,DE,71.6
201910,DE,61.5
201911,DE,43.6
201912,DE,40
202001,DE,40.2
202002,DE,41.9
202003,DE,49.5
202004,DE,51.8
202005,DE,60.6
202006,DE,73.7
202007,DE,80.7
202008,DE,77.2
202009,DE,68.7
202010,DE,60
202011,DE,51.8
202012,DE,39.7
202101,DE,36.2
202102,DE,35.6
202103,DE,47.6
202104,DE,55.3
202105,DE,63.3
202106,DE,73.8
202107,DE,77.7
202108,DE,76.9
202109,DE,70.1
202110,DE,63.2
202111,DE,45.1
202112,DE,44
202201,DE,31.6
202202,DE,39.1
202203,DE,47.2
202204,DE,53.2
202205,DE,65.1
202206,DE,72.4
202207,DE,79
202208,DE,78.1
202209,DE,69.3
202210,DE,55.8
202211,DE,49.8
202212,DE,37.8
202301,DE,43.1
202302,DE,42.6
202303,DE,45.4
202304,DE,58.4
202305,DE,61.4
202306,DE,70.1
202307,DE,78.3
202308,DE,75.3
202309,DE,69.5
202310,DE,59.6
202311,DE,45.8
202312,DE,43.5
200101,FL,53
200102,FL,65.2
200103,FL,64.3
200104,FL,70
200105,FL,74.9
200106,FL,80.1
200107,FL,81.3
200108,FL,81.4
200109,FL,77.6
200110,FL,71.6
200111,FL,67.7
200112,FL,64.1
200201,FL,59.3
200202,FL,59.5
200203,FL,66.6
200204,FL,73.6
200205,FL,76.7
200206,FL,79.6
200207,FL,81.5
200208,FL,81.1
200209,FL,81
200210,FL,76.2
200211,FL,63.1
200212,FL,57.3
200301,FL,52.2
200302,FL,61.2
200303,FL,69.8
200304,FL,69.4
200305,FL,78.1
200306,FL,80.1
200307,FL,81.4
200308,FL,81.1
200309,FL,78.9
200310,FL,73.5
200311,FL,68.6
200312,FL,56.1
200401,FL,56.8
200402,FL,59.3
200403,FL,65.7
200404,FL,67.4
200405,FL,76.3
200406,FL,81.3
200407,FL,81.8
200408,FL,81.4
200409,FL,79.9
200410,FL,74.5
200411,FL,67.4
200412,FL,58
200501,FL,60
200502,FL,60.8
200503,FL,63
200504,FL,66.7
200505,FL,74.4
200506,FL,79.9
200507,FL,83.3
200508,FL,83.2
200509,FL,80.8
200510,FL,73.6
200511,FL,67.3
200512,FL,57
200601,FL,60.8
200602,FL,58.3
200603,FL,64.8
200604,FL,72.4
200605,FL,75.7
200606,FL,80.5
200607,FL,82
200608,FL,82.8
200609,FL,79.3
200610,FL,72.1
200611,FL,63.4
200612,FL,64.2
200701,FL,61.3
200702,FL,58.1
200703,FL,66.3
200704,FL,68.4
200705,FL,74.9
200706,FL,80
200707,FL,82.4
200708,FL,83.7
200709,FL,80.5
200710,FL,76.2
200711,FL,64.8
200712,FL,64.4
200801,FL,58.3
200802,FL,63
200803,FL,64.7
200804,FL,69.5
200805,FL,76.4
200806,FL,80.9
200807,FL,81.2
200808,FL,81.3
200809,FL,79.7
200810,FL,71.4
200811,FL,61.5
200812,FL,62
200901,FL,57.2
200902,FL,57.3
200903,FL,65.3
200904,FL,69.6
200905,FL,76.6
200906,FL,81.9
200907,FL,81.7
200908,FL,82.1
200909,FL,80.5
200910,FL,75.3
200911,FL,66
200912,FL,60.4
201001,FL,52.5
201002,FL,52.6
201003,FL,59
201004,FL,69.7
201005,FL,78.5
201006,FL,83.1
201007,FL,83.4
201008,FL,83.5
201009,FL,80.9
201010,FL,72.1
201011,FL,64.9
201012,FL,50.1
201101,FL,54.9
201102,FL,61.8
201103,FL,66.5
201104,FL,73
201105,FL,76.2
201106,FL,82.1
201107,FL,82.6
201108,FL,83.7
201109,FL,79.7
201110,FL,70.5
201111,FL,66.4
201112,FL,62.8
201201,FL,59.3
201202,FL,64.3
201203,FL,70.3
201204,FL,71.2
201205,FL,77.6
201206,FL,79.3
201207,FL,82.4
201208,FL,81.5
201209,FL,79.5
201210,FL,73.2
201211,FL,62.1
201212,FL,62
201301,FL,64
201302,FL,61.8
201303,FL,59.1
201304,FL,71.4
201305,FL,74
201306,FL,81.1
201307,FL,80.8
201308,FL,82.2
201309,FL,80
201310,FL,74
201311,FL,67.1
201312,FL,64.7
201401,FL,54.5
201402,FL,62.8
201403,FL,63.5
201404,FL,70.5
201405,FL,76
201406,FL,80.3
201407,FL,81.8
201408,FL,82.9
201409,FL,79.7
201410,FL,72.7
201411,FL,61.1
201412,FL,61.9
201501,FL,58.6
201502,FL,56.5
201503,FL,69.5
201504,FL,75.1
201505,FL,77.5
201506,FL,81.7
201507,FL,82.8
201508,FL,82.4
201509,FL,80
201510,FL,74.4
201511,FL,72.2
201512,FL,69.6
201601,FL,56.9
201602,FL,59.4
201603,FL,68.8
201604,FL,71.2
201605,FL,76.2
201606,FL,81.9
201607,FL,84
201608,FL,83
201609,FL,81.1
201610,FL,74.6
201611,FL,66.6
201612,FL,65.9
201701,FL,62.8
201702,FL,65.5
201703,FL,66.2
201704,FL,72.3
201705,FL,77.1
201706,FL,80.2
201707,FL,82.8
201708,FL,82.8
201709,FL,80.4
201710,FL,74.9
201711,FL,67.4
201712,FL,61.7
201801,FL,55
201802,FL,69.2
201803,FL,63
201804,FL,70.2
201805,FL,76.4
201806,FL,81.5
201807,FL,82.4
201808,FL,82.2
201809,FL,82.4
201810,FL,76.5
201811,FL,66.7
201812,FL,61.8
201901,FL,58.4
201902,FL,67.5
201903,FL,65.7
201904,FL,71.2
201905,FL,78.8
201906,FL,82.3
201907,FL,82.8
201908,FL,82.9
201909,FL,81.9
201910,FL,77.9
201911,FL,64.9
201912,FL,63.9
202001,FL,61.8
202002,FL,63.6
202003,FL,71
202004,FL,73.1
202005,FL,75.8
202006,FL,81
202007,FL,83
202008,FL,83.2
202009,FL,80.6
202010,FL,77.2
202011,FL,70.8
202012,FL,57.6
202101,FL,58.7
202102,FL,63.7
202103,FL,67.8
202104,FL,69.9
202105,FL,76.1
202106,FL,80.7
202107,FL,81.9
202108,FL,82.6
202109,FL,79.7
202110,FL,75.3
202111,FL,63.4
202112,FL,66.5
202201,FL,57.6
202202,FL,63.2
202203,FL,68.6
202204,FL,72
202205,FL,77.7
202206,FL,82
202207,FL,83.2
202208,FL,83
202209,FL,80
202210,FL,71.8
202211,FL,69.7
202212,FL,61.5
202301,FL,61.8
202302,FL,67.4
202303,FL,69.1
202304,FL,73.2
202305,FL,76.2
202306,FL,80.6
202307,FL,84.1
202308,FL,84.9
202309,FL,80.5
202310,FL,73.4
202311,FL,66.7
202312,FL,61.3
200101,GA,43.3
200102,GA,53.6
200103,GA,53.8
200104,GA,64.2
200105,GA,70.8
200106,GA,76.4
200107,GA,79.3
200108,GA,79.3
200109,GA,72.1
200110,GA,61.7
200111,GA,59.9
200112,GA,52.9
200201,GA,48.1
200202,GA,48.4
200203,GA,56.9
200204,GA,67.9
200205,GA,70.2
200206,GA,77.4
200207,GA,80.8
200208,GA,79.6
200209,GA,76.8
200210,GA,68.2
200211,GA,52.3
200212,GA,45.7
200301,GA,42.3
200302,GA,48.9
200303,GA,59
200304,GA,62.7
200305,GA,71.7
200306,GA,76.1
200307,GA,78.7
200308,GA,79.2
200309,GA,73.1
200310,GA,64.4
200311,GA,59.4
200312,GA,44.3
200401,GA,45
200402,GA,46.1
200403,GA,59
200404,GA,62.2
200405,GA,73.6
200406,GA,78.1
200407,GA,80.1
200408,GA,77.6
200409,GA,73.6
200410,GA,67.7
200411,GA,57.9
200412,GA,46.8
200501,GA,49.5
200502,GA,50.9
200503,GA,53.7
200504,GA,60.7
200505,GA,68.3
200506,GA,76.6
200507,GA,80.9
200508,GA,80.3
200509,GA,77
200510,GA,65.8
200511,GA,57
200512,GA,44.8
200601,GA,51.8
200602,GA,47.4
200603,GA,56.1
200604,GA,67
200605,GA,70.4
200606,GA,77.4
200607,GA,81
200608,GA,81.6
200609,GA,73.3
200610,GA,62.5
200611,GA,54.2
200612,GA,51.9
200701,GA,49.2
200702,GA,46.7
200703,GA,60
200704,GA,60.9
200705,GA,70.5
200706,GA,77.7
200707,GA,78.9
200708,GA,83.2
200709,GA,75.8
200710,GA,67.8
200711,GA,54
200712,GA,52.9
200801,GA,45
200802,GA,50.8
200803,GA,55.4
200804,GA,62.6
200805,GA,70.3
200806,GA,79.4
200807,GA,79.7
200808,GA,78.9
200809,GA,74.6
200810,GA,62.4
200811,GA,51.4
200812,GA,51.7
200901,GA,46.3
200902,GA,47.7
200903,GA,56.4
200904,GA,61.8
200905,GA,71.3
200906,GA,79.8
200907,GA,78.5
200908,GA,78.8
200909,GA,74.5
200910,GA,64.1
200911,GA,55.6
200912,GA,46.2
201001,GA,41.8
201002,GA,42.1
201003,GA,52.1
201004,GA,64.5
201005,GA,73.6
201006,GA,81
201007,GA,82.2
201008,GA,82.2
201009,GA,76.5
201010,GA,64.8
201011,GA,54.8
201012,GA,39.9
201101,GA,41.8
201102,GA,51.1
201103,GA,57.8
201104,GA,65.8
201105,GA,71.3
201106,GA,81.1
201107,GA,81.9
201108,GA,82.2
201109,GA,73.6
201110,GA,61.6
201111,GA,56.2
201112,GA,51.3
201201,GA,50
201202,GA,52.8
201203,GA,64.8
201204,GA,65.6
201205,GA,73.5
201206,GA,75.6
201207,GA,82.2
201208,GA,78.1
201209,GA,74
201210,GA,64.7
201211,GA,52.6
201212,GA,52.1
201301,GA,52.5
201302,GA,48.8
201303,GA,50.2
201304,GA,62.9
201305,GA,68.4
201306,GA,77.8
201307,GA,78.2
201308,GA,78
201309,GA,74.5
201310,GA,65
201311,GA,53.2
201312,GA,51.2
201401,GA,40
201402,GA,49.8
201403,GA,52.9
201404,GA,63.1
201405,GA,71.2
201406,GA,78.3
201407,GA,78.9
201408,GA,79.2
201409,GA,75.5
201410,GA,65.6
201411,GA,49.8
201412,GA,51.3
201501,GA,44.9
201502,GA,43.2
201503,GA,58.8
201504,GA,66.8
201505,GA,72.4
201506,GA,79.3
201507,GA,81.5
201508,GA,79.5
201509,GA,73.8
201510,GA,64.8
201511,GA,59.8
201512,GA,58.9
201601,GA,44.4
201602,GA,50
201603,GA,60.9
201604,GA,63.9
201605,GA,70.8
201606,GA,79.7
201607,GA,82.8
201608,GA,81.6
201609,GA,77.5
201610,GA,67.8
201611,GA,58
201612,GA,52.1
201701,GA,53.2
201702,GA,56.5
201703,GA,58
201704,GA,67.5
201705,GA,71.4
201706,GA,76.6
201707,GA,80.6
201708,GA,79.4
201709,GA,74
201710,GA,67
201711,GA,56.4
201712,GA,49.3
201801,GA,42.5
201802,GA,59.2
201803,GA,54.5
201804,GA,60.6
201805,GA,73.7
201806,GA,79.3
201807,GA,80.2
201808,GA,79.4
201809,GA,79.8
201810,GA,68.4
201811,GA,53.2
201812,GA,50.2
201901,GA,48.2
201902,GA,56.1
201903,GA,56.3
201904,GA,64.6
201905,GA,75.7
201906,GA,78.1
201907,GA,81
201908,GA,80.7
201909,GA,79.1
201910,GA,69.7
201911,GA,52.8
201912,GA,52.3
202001,GA,51.4
202002,GA,51.9
202003,GA,63.1
202004,GA,63.1
202005,GA,69.4
202006,GA,76.9
202007,GA,81.5
202008,GA,80.4
202009,GA,74.3
202010,GA,68.5
202011,GA,60.4
202012,GA,46.4
202101,GA,47.7
202102,GA,49.5
202103,GA,59.9
202104,GA,62.1
202105,GA,69.4
202106,GA,77
202107,GA,79.3
202108,GA,80
202109,GA,73.8
202110,GA,67.2
202111,GA,52.7
202112,GA,56.6
202201,GA,45.9
202202,GA,52.8
202203,GA,59
202204,GA,63
202205,GA,73.2
202206,GA,80.1
202207,GA,81.2
202208,GA,79.5
202209,GA,74
202210,GA,62.1
202211,GA,57.5
202212,GA,49.1
202301,GA,51.5
202302,GA,58.1
202303,GA,59.4
202304,GA,64.1
202305,GA,69.6
202306,GA,75.8
202307,GA,81.6
202308,GA,81.7
202309,GA,74.6
202310,GA,64.9
202311,GA,55.7
202312,GA,50.2
200101,HI,65
200102,HI,63.2
200103,HI,63.5
200104,HI,64.5
200105,HI,65.6
200106,HI,67.4
200107,HI,69.1
200108,HI,70
200109,HI,69.6
200110,HI,68.1
200111,HI,67.6
200112,HI,65
200201,HI,63.9
200202,HI,62.4
200203,HI,63.6
200204,HI,65.9
200205,HI,67.1
200206,HI,68.4
200207,HI,69.3
200208,HI,69.8
200209,HI,68.6
200210,HI,68.5
200211,HI,67
200212,HI,64.9
200301,HI,63.3
200302,HI,62.9
200303,HI,65
200304,HI,65
200305,HI,67.3
200306,HI,68.1
200307,HI,69.6
200308,HI,70.3
200309,HI,69.6
200310,HI,69.4
200311,HI,66.7
200312,HI,65.2
200401,HI,64
200402,HI,65.4
200403,HI,64
200404,HI,64.8
200405,HI,67.6
200406,HI,68.5
200407,HI,69.2
200408,HI,70.4
200409,HI,69.7
200410,HI,68.8
200411,HI,67.2
200412,HI,64.8
200501,HI,64.3
200502,HI,63.4
200503,HI,63.7
200504,HI,65.4
200505,HI,67.7
200506,HI,68.3
200507,HI,69.4
200508,HI,69.4
200509,HI,70
200510,HI,67.9
200511,HI,66.8
200512,HI,65.5
200601,HI,64.5
200602,HI,62.3
200603,HI,64.3
200604,HI,63.9
200605,HI,64.6
200606,HI,67.9
200607,HI,69
200608,HI,69.8
200609,HI,69
200610,HI,68.8
200611,HI,68
200612,HI,65.5
200701,HI,64.3
200702,HI,62.7
